Recorded Date,External Data Reference,Which areas of content would you like to see the FT cover more?,Q7 - Topics,"Overall, how would you rate our journalism?","How would you rate the FT on the following? - Data / Visual Journalism (e.g. charts & graphs)



1/7","How would you rate the FT on the following? - Videos



2/7","How would you rate the FT on the following? - Podcasts



3/7","How would you rate the FT on the following? - Newsletters



4/7","How would you rate the FT on the following? - Live Blogs



5/7","How would you rate the FT on the following? - Longform (The Big read)



6/7","How would you rate the FT on the following? - Live events, either online or in-person (FT Live)



7/7","How useful do you find the FT's coverage on the following specialist subjects? - Mergers & Acquisitions



1/7","How useful do you find the FT's coverage on the following specialist subjects? - Environmental, Social, and Corporate Governance



2/7","How useful do you find the FT's coverage on the following specialist subjects? - Trade



3/7","How useful do you find the FT's coverage on the following specialist subjects? - Climate & Business



4/7","How useful do you find the FT's coverage on the following specialist subjects? - Energy



5/7","How useful do you find the FT's coverage on the following specialist subjects? - Asian Tech



6/7","How useful do you find the FT's coverage on the following specialist subjects? - The Business of Sport



7/7"
24/06/2021 15:10:25,fe9daa43-d6e0-43c5-bca3-136e07a05b7e,Healthcare,Health,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful
24/06/2021 15:09:13,f4e2bf1c-3000-4e37-a44c-8fc3864956c7,"Shipping, Ferries and maritime industry.  ",Shipping,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,,Extremely useful,Very useful,Extremely useful,Very useful,Extremely useful,Moderately useful,Moderately useful
24/06/2021 15:09:05,e0e1250b-dd53-4025-a6ae-6d667c25f9eb,Less premium only ,Unknown,4,3,I haven't encountered / do not use these,1 - Poor,2,I haven't encountered / do not use these,4,,Moderately useful,,,,,,
24/06/2021 15:08:36,55a43d5c-7850-4b55-b142-d6add1cd2d33,,,,,,,,,,,,,,,,,
24/06/2021 15:07:25,313d6ee9-1950-4110-9487-cea4c1f0de82,global political issues,"Politics,World",5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful
24/06/2021 15:05:19,b7284e48-74b1-47ee-964c-4c7b4a5c5d67,,,5 - Excellent,3,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,Moderately useful,Very useful,Very useful,Moderately useful,Very useful,I'm not interested in this content,I'm not interested in this content
24/06/2021 14:55:47,89a7cf99-2e41-464a-92f9-0d496cc17e08,,,,,,,,,,,,,,,,,
24/06/2021 02:50:23,53e4b509-ed79-4a58-8ed4-3430099aa955,,,4,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,4,4,5 - Excellent,,Very useful,Very useful,Moderately useful,Very useful,Very useful,Moderately useful,Slightly useful
22/06/2021 22:36:08,54b99de3-5269-495b-abd2-a7d11672fdd6,Personal and recreational trends,Unknown,4,4,4,4,4,4,4,,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful
22/06/2021 09:50:07,69e16c7b-7a51-4d2d-98a9-5b36f6e8c54e,,,4,4,4,4,4,4,4,,Moderately useful,Very useful,Moderately useful,Very useful,Moderately useful,Moderately useful,Very useful
22/06/2021 09:11:07,4c86e786-5a61-4e43-9219-81f0597b714e,"Education 

",Education,5 - Excellent,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,,Extremely useful,Very useful,Extremely useful,Very useful,Moderately useful,I'm not interested in this content
22/06/2021 06:30:31,af46fab2-faee-4f27-89c3-d7d2e4283f22,"social issues arising in crises so social challenges during Covid-19 and how these affect effective crisis response. 
","Climate / Environment,Society",4,5 - Excellent,4,3,I haven't encountered / do not use these,4,3,,I'm not interested in this content,Moderately useful,Moderately useful,Very useful,Moderately useful,Moderately useful,Slightly useful
21/06/2021 23:08:27,faef7e1a-167c-49e0-8314-94597e66e98e,,,4,,,,,,,,Slightly useful,Moderately useful,Slightly useful,Slightly useful,Slightly useful,Not very useful,I'm not interested in this content
21/06/2021 17:02:41,496946b5-0756-4c61-b0f7-833aaeaeec8c,Books and arts,Arts,5 - Excellent,3,I haven't encountered / do not use these,I haven't encountered / do not use these,3,I haven't encountered / do not use these,3,,Slightly useful,Very useful,Very useful,Very useful,Moderately useful,Slightly useful,I'm not interested in this content
21/06/2021 14:28:54,630a7e20-aab9-4730-960d-3e16788f5bd0,,,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,4,,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful
21/06/2021 09:25:06,c532a848-9f16-4a06-8af7-ef17e850f3f2,,,4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,3,3,,Not very useful,Moderately useful,Moderately useful,Very useful,Very useful,Moderately useful,Not very useful
21/06/2021 09:19:06,344c2534-6853-4728-b6f0-843b95418735,,,5 - Excellent,5 - Excellent,4,4,4,4,4,,I'm not interested in this content,Very useful,Very useful,Very useful,Very useful,Moderately useful,Moderately useful
21/06/2021 08:15:05,f394ad3e-f6a3-4b8c-8cdc-ce7272575752,Geopolitics,Politics,5 - Excellent,4,4,5 - Excellent,4,4,5 - Excellent,,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Very useful,Moderately useful,Not very useful
21/06/2021 07:36:23,b54c78b0-bba6-45ef-91aa-335ba9e1bab5,Financial Technology.,Technology,5 - Excellent,4,4,4,4,4,4,,Very useful,Very useful,Very useful,Extremely useful,Very useful,Very useful,Very useful
21/06/2021 02:22:29,59ccee76-c6ed-4fd5-9c1d-8151e42a0b1a,"How Trump won the election on the night of Nov 3 2020.

Economic nationalism

Fall of the CCP


",Economy,2,2,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,,Moderately useful,I'm not interested in this content,Moderately useful,I'm not interested in this content,Moderately useful,Not very useful,I'm not interested in this content
20/06/2021 16:38:54,4ef38db4-c929-4c49-be31-23976d963c6c,NONE IN PARTICULAR,Unknown,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,4,I haven't encountered / do not use these,4,,Moderately useful,Very useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful
20/06/2021 11:51:05,22f110da-947b-44d5-8498-6847f8b467f6,,,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,3,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,,I'm not interested in this content,Slightly useful,I'm not interested in this content,Moderately useful,I'm not interested in this content,I'm not interested in this content,Not very useful
20/06/2021 10:40:00,896cfa99-2b13-4b49-b020-9562512c3fe1,Tech,Technology,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,3,I haven't encountered / do not use these,5 - Excellent,,Slightly useful,Very useful,Very useful,Very useful,Very useful,Very useful,Moderately useful
20/06/2021 09:12:37,f8142794-5e78-4193-a69e-d88ba8bfb8be,Tech,Technology,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Very useful,Moderately useful,Moderately useful
19/06/2021 12:24:59,2ea1ae8b-3220-4b34-9e28-1a72c136694e,It feels to me like there was more on-the-day non-business global news coverage in the FT a few years ago. I would like to see more of that return to the mix.,World,5 - Excellent,4,I haven't encountered / do not use these,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,,I'm not interested in this content,Moderately useful,Moderately useful,Very useful,Very useful,Moderately useful,Very useful
18/06/2021 18:53:51,c4c37436-c5b2-4a0e-beb6-55221bbbcc01,,,,,,,,,,,,,,,,,
18/06/2021 17:19:46,98022cb8-57d3-4671-b214-e963d7ace64b,Taxation,Unknown,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,5 - Excellent,,Very useful,Very useful,Very useful,Very useful,Very useful,Slightly useful,Moderately useful
18/06/2021 16:24:51,5a01f1e0-909e-419f-8c4b-ce458ddf146e,,,2,3,3,3,3,3,3,,Moderately useful,Slightly useful,Slightly useful,Not very useful,Slightly useful,Slightly useful,Slightly useful
18/06/2021 16:03:48,3d2fb800-5988-4e46-90ad-d06bd8b3997d,,,4,2,2,3,4,I haven't encountered / do not use these,5 - Excellent,,Slightly useful,Moderately useful,Very useful,Moderately useful,Slightly useful,I'm not interested in this content,I'm not interested in this content
18/06/2021 15:07:55,b83b61f3-2e40-4e68-8ca8-53a6232f62dd,A better balance between Arts and sport.  FT used to run features on local areas.  It would be useful if that was reintroduced.,"Arts,Sport",5 - Excellent,3,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,,Moderately useful,Moderately useful,Extremely useful,Moderately useful,Moderately useful,Moderately useful,Very useful
18/06/2021 14:04:16,90215ebe-73e4-421a-bc60-62d7e81828d6,,,3,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,3,I haven't encountered / do not use these,4,,Very useful,Very useful,Very useful,Very useful,Moderately useful,Moderately useful,Extremely useful
18/06/2021 12:01:10,3b2ca226-7a8f-4d44-9079-badd07f3ca87,,,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,4,5 - Excellent,,I'm not interested in this content,Extremely useful,Very useful,Moderately useful,Very useful,Very useful,Very useful
18/06/2021 11:03:32,ec0430bc-4c9d-4f76-8489-dc76b3196766,jn,Unknown,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,,,Slightly useful,,,,,,
18/06/2021 10:50:05,4a455f1b-0b8c-41ca-a92e-3f2974330bf3,Analysis if smaller companies in emerging markets ,"Companies,Emerging markets,Financial markets",3,1 - Poor,3,4,5 - Excellent,4,5 - Excellent,,Very useful,Moderately useful,I'm not interested in this content,Moderately useful,Very useful,Slightly useful,I'm not interested in this content
18/06/2021 10:48:31,23ff0180-a6fe-467f-be45-da2f1cd5e964,,,4,5 - Excellent,3,I haven't encountered / do not use these,I haven't encountered / do not use these,4,5 - Excellent,,I'm not interested in this content,Very useful,I'm not interested in this content,Very useful,Slightly useful,I'm not interested in this content,I'm not interested in this content
18/06/2021 08:45:59,be9bfc56-2cf6-4616-a6fd-fb9b52e2eb13,Emerging markets,"Emerging markets,Financial markets",5 - Excellent,5 - Excellent,3,4,4,I haven't encountered / do not use these,5 - Excellent,,Very useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Moderately useful
18/06/2021 08:31:06,74bda3c5-251e-4412-9d49-1d25f4a1a6d0,education,Education,4,3,I haven't encountered / do not use these,,,,,,Very useful,Very useful,Moderately useful,Very useful,Very useful,Very useful,Very useful
18/06/2021 08:22:28,6fbe7f0b-f403-40dd-82ee-40adf55ab681,"economics research- interesting outcomes, household sector",Economy,4,5 - Excellent,3,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,Slightly useful,Moderately useful,Slightly useful,Moderately useful,Moderately useful,Moderately useful,Not very useful
18/06/2021 08:15:03,cdb574cb-d955-4419-bc53-53fa4b6650d7,"International economics, international financial markets, international trade","Economy,Financial markets,Trade",5 - Excellent,5 - Excellent,4,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,I'm not interested in this content,Very useful,Very useful,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content
18/06/2021 07:37:24,5dc89698-0f49-4225-8c27-4ee789cc8d85,,,4,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,I'm not interested in this content,Very useful,I'm not interested in this content,Extremely useful,Very useful,I'm not interested in this content,Moderately useful
18/06/2021 07:08:22,c246224a-26d7-43f8-a5d0-82d4a92c2ccc,,,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,,,,,,,,Extremely useful
18/06/2021 07:05:56,39b403db-2c6f-4016-a367-12233a722bfe,more banking regulations and supervision,"Banks,Financial regulation",4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,2,3,3,,I'm not interested in this content,Slightly useful,I'm not interested in this content,Slightly useful,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content
18/06/2021 06:33:45,7e4403c7-96c9-4fa0-8c2d-20150a38e441,Business Strategy,Unknown,3,3,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,5 - Excellent,5 - Excellent,,Very useful,I'm not interested in this content,Moderately useful,Moderately useful,Slightly useful,Very useful,Very useful
18/06/2021 02:37:08,5ac6f734-1ded-4392-a9d1-bd6881ed7e12,,,4,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,4,,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful
18/06/2021 02:33:50,f627f5c3-4609-4aa8-a3c2-fbf8c8b48008,,,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful
18/06/2021 01:08:55,e43c6759-4a3e-47ab-b995-5ed112ac38c9,,,3,3,3,3,3,3,3,,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful
17/06/2021 22:40:13,1c19d664-a816-431b-91a2-bb86599c3ef4,Environment,Climate / Environment,4,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,,Slightly useful,Moderately useful,Slightly useful,Slightly useful,Moderately useful,Slightly useful,I'm not interested in this content
17/06/2021 22:09:17,41cbd0fe-8e73-4415-923f-5f4968032499,"
Economic analysis, although what you do is excellent.",Economy,4,3,I haven't encountered / do not use these,I haven't encountered / do not use these,4,3,5 - Excellent,,Moderately useful,Very useful,Very useful,Very useful,Extremely useful,Moderately useful,Moderately useful
17/06/2021 22:02:20,42020724-d62b-4853-bd2f-9f555410ef78,"I can't think of anything. As far as I am concerned, FT rocks!",Unknown,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,4,4,5 - Excellent,,Slightly useful,Very useful,Moderately useful,Very useful,Extremely useful,Very useful,Moderately useful
17/06/2021 21:51:35,f483c711-15b3-4ff1-a759-de2fc8cdeb1b,Sport and Education,"Education,Sport",4,3,3,4,4,2,4,,I'm not interested in this content,I'm not interested in this content,Moderately useful,Moderately useful,Slightly useful,I'm not interested in this content,Moderately useful
17/06/2021 21:32:46,9c80e54a-7a53-4249-86b9-df4c5fab79ed,,,5 - Excellent,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,Very useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Moderately useful,Moderately useful
17/06/2021 21:26:01,ccc19504-3f40-4440-bb99-cbfaf35ba4d1,If we’re talking Weekend FT (I don’t read the daily much) there can never be too much on books!,Unknown,5 - Excellent,3,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,Slightly useful,Slightly useful,I'm not interested in this content,I'm not interested in this content
17/06/2021 21:08:45,7cc5f4f9-6ff2-4f90-b71b-e50189f6f828,"More analysis, critical voices and investigative journalism please. Less spurious ideological propaganda and rubberstamped press releases.

Good example: a cost-benefit analysis of the lockdown measures is something that only a publication of the FT’s calibre can accomplish.

The overall quality of your editorial content  can be rather uneven ranging from (mostly) the world’s best to (sadly, increasingly often) rather questionable. Trying to persuade your generally centrist readership to accept extreme left ideology by commissioning very tendencious articles to interns is not a very good idea, I’m afraid. Especially at the time when the traditional media is going through a public trust crisis. 

The overzealous policing of the comments section and the regular purges, deletions  and shutdowns are deeply disturbing and very, very frustrating. It seems like your Community Editor Lucy Warwick-Ching is deeply dissatisfied with the FT readership’s opinions and tries to groom it to accept only her version of reality. It that really in her job description?

Anything that doesn’t seem to agree with her chosen party line is ruthlessly eliminated. Any voice of disagreement is suppressed either by deleting comments or shutting down the discussion. I personally was blocked unless I would agree not to complain about the excessive censorship. My comments have been deleted, including those that achieved the highest recommended scores. I have observed that happening to many other people. That level of Stalinist vindictiveness doesn’t belong in a serious newspaper like the FT and does a great disservice to your global brand.","Media,World",4,5 - Excellent,,,,,,,Slightly useful,Extremely useful,Very useful,Slightly useful,Very useful,Very useful,Slightly useful
17/06/2021 20:37:37,ad1a8bbd-9417-433e-a97d-7800f0aa0e63,Very happy with current content. No special requests.,Unknown,5 - Excellent,3,3,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,Slightly useful,I'm not interested in this content,Very useful,Very useful,Very useful,Very useful,Not very useful
17/06/2021 20:26:48,e4c0e3ea-9d4f-4e9d-9cbe-148771586b4b,,,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,,I'm not interested in this content,I'm not interested in this content,Very useful,I'm not interested in this content,I'm not interested in this content,Very useful,I'm not interested in this content
17/06/2021 19:45:30,1a521c1d-1432-46f8-979a-c4ff21c4ce0d,Business Research ,Unknown,5 - Excellent,3,4,2,3,3,3,,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Moderately useful
17/06/2021 19:12:33,583e38ec-8760-44b1-8317-1cb1e37f1f4c,Higher education,Education,4,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Moderately useful,I'm not interested in this content,Very useful,Very useful,I'm not interested in this content,Moderately useful
17/06/2021 18:13:25,8193b694-e05b-49d6-b10e-0406975d248f,Taiwan,Asia,4,4,1 - Poor,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Moderately useful,Very useful,Moderately useful,Moderately useful,Moderately useful,I'm not interested in this content
17/06/2021 18:11:58,797b76a8-7191-4693-ae6b-fb215309c903,,,4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,I haven't encountered / do not use these,,Very useful,Extremely useful,Moderately useful,Extremely useful,Extremely useful,Moderately useful,Moderately useful
17/06/2021 18:01:58,84007487-230d-45da-9703-5fe360782750,"M&A, policy making (central banks, government etc), international law (Antitrust, competition law) and of course financial markets ","Mergers & Acquisitions,Law,Policy,Financial markets,Banks",5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,,Very useful,I'm not interested in this content,Very useful,Moderately useful,I'm not interested in this content,I'm not interested in this content,Moderately useful
17/06/2021 17:51:09,82205987-25a7-4dc0-b2f2-43e7a65572e1,"Social history and economic history.  I very much like the long reads in Life & Arts (the major book reviews) plus the thought pieces.

Drop How to Spend It (waste of good talent like Jo Ellison delivering up consumerist pap).  And tell Janan Ganesh (sorry, spelling?) to take himself a little less seriously and to stop trying so hard.","Climate / Environment,Economy,Society,Asia,Arts",5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Moderately useful,Not very useful,Moderately useful,Moderately useful,Not very useful,Very useful
17/06/2021 17:42:11,614aa82d-d774-40a0-8547-7174f2e1b526,"REAL news - the true things that go on; not through the grape vine of biased political leaders. 
There was extremely poor coverage on the Palestine/Israel issue, and there are still issues in presenting concrete wording and true evidence for socially significant matters. I find a heavy-focus is placed in finance and business in terms of numbers, but the CSR is overlooked (as it is with all newspapers really). ","Asia,CSR,Politics",2,4,I haven't encountered / do not use these,I haven't encountered / do not use these,3,I haven't encountered / do not use these,4,,I'm not interested in this content,Not very useful,Moderately useful,Very useful,Moderately useful,Very useful,I'm not interested in this content
17/06/2021 17:24:03,7b8924bb-1c4f-4a41-ad7b-90b47256eede,"Sustainability; Deep dives on emerging markets (particularly north africa, africa); social issues / career development ; personal finance ","Climate / Environment,Emerging markets,Society,Financial markets,Africa,Personal finance",4,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,,Extremely useful,Extremely useful,Very useful,Extremely useful,Extremely useful,Moderately useful,Moderately useful
17/06/2021 17:20:28,96affcc7-627a-4e8a-bfcc-3ca9b1f90a1a,"FT's coverage on tech news and in particular, AI, is one of the reasons I subscribe. ","Artificial Intelligence,Technology",5 - Excellent,3,4,3,4,I haven't encountered / do not use these,5 - Excellent,,Moderately useful,Moderately useful,Very useful,Very useful,Very useful,Extremely useful,Not very useful
17/06/2021 17:19:57,721ac23f-7b1e-4d7e-b2d3-80e930c360b5,Tech,Technology,5 - Excellent,5 - Excellent,4,5 - Excellent,4,4,4,,Moderately useful,Very useful,Moderately useful,Moderately useful,Moderately useful,Slightly useful,Moderately useful
17/06/2021 17:07:55,da8c2f88-e0a8-4aaf-a1ac-3f78459b9217,Secondary education in the USA,"Education,US & Canada",5 - Excellent,4,4,4,3,3,4,,Slightly useful,Very useful,Moderately useful,Very useful,Very useful,Slightly useful,Slightly useful
17/06/2021 17:00:02,bd058e70-3ae9-4ed9-92ca-772d0ff3656f,the economics and finance of different sports and how they work and make money,"Economy,Sport",4,4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,3,,Moderately useful,Moderately useful,Very useful,Moderately useful,Slightly useful,Very useful,Very useful
17/06/2021 16:54:46,ed92d905-0b11-4000-a491-1b84f583b9fe,n/a,Unknown,5 - Excellent,5 - Excellent,5 - Excellent,3,5 - Excellent,4,5 - Excellent,,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Slightly useful,Slightly useful
17/06/2021 16:53:45,a0fc0457-9684-46a8-9597-3a3387fe5e71,Innovation,Innovation,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,3,3,5 - Excellent,,Very useful,Moderately useful,Very useful,Moderately useful,Moderately useful,Slightly useful,I'm not interested in this content
17/06/2021 16:52:41,87a470cd-4000-4c20-80e9-11f22983470d,,,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,4,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,Moderately useful,Very useful,Very useful,Very useful,Moderately useful,Moderately useful,Moderately useful
17/06/2021 16:46:14,a6f5d486-763e-4020-8cc2-c25df1e01249,"Climate change, climate policies and emissions trading
","Climate / Environment,Policy,Trade",5 - Excellent,5 - Excellent,I haven't encountered / do not use these,4,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,I'm not interested in this content,Extremely useful,Moderately useful,Extremely useful,Extremely useful,I'm not interested in this content,I'm not interested in this content
17/06/2021 16:41:36,05bdeafa-13ee-4f2e-9278-193631bd67bc,I love FT for what its journalism. I'd be very keen on knowing about emerging start-ups particularly in India which has a lot of cash flowing in as investments. ,Investments,5 - Excellent,5 - Excellent,2,2,4,I haven't encountered / do not use these,4,,Very useful,I'm not interested in this content,Extremely useful,Very useful,I'm not interested in this content,Extremely useful,Not very useful
17/06/2021 16:40:36,ab6bf9ac-131e-4145-ad28-3f5be8326049,,,4,4,4,4,4,4,4,,I'm not interested in this content,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Slightly useful
17/06/2021 16:27:54,f3f46fc7-4954-4e5c-a5f0-ddb04c22f820,Indian and Asian Startup and Tech Space,"Aerospace,Technology",5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,Very useful,Slightly useful,Extremely useful,Very useful,Very useful,Slightly useful,I'm not interested in this content
17/06/2021 16:21:27,6b0a5471-06a9-494e-9521-b2ab40acebc6,"Food and drink and restaurants and hotels (from a consumer point of view)
Social trends","Climate / Environment,Food & Drink,Retail & consumer industry,Society",5 - Excellent,5 - Excellent,3,3,4,I haven't encountered / do not use these,5 - Excellent,,Moderately useful,Very useful,Moderately useful,Very useful,Very useful,Moderately useful,Moderately useful
17/06/2021 16:15:43,15fddcc0-675a-4784-9848-903985377108,,,4,4,2,3,I haven't encountered / do not use these,4,5 - Excellent,,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Very useful,Moderately useful,Moderately useful
17/06/2021 16:14:14,e70e780e-39e8-4bc9-83c8-46f17c709272,,,5 - Excellent,5 - Excellent,4,I haven't encountered / do not use these,5 - Excellent,3,5 - Excellent,,Very useful,Moderately useful,Very useful,Slightly useful,Moderately useful,I'm not interested in this content,I'm not interested in this content
17/06/2021 16:14:10,34319ab2-b8ab-4cf1-ab51-63931c910545,"I think you are doing really well now. I would not want you to go into other content, I think it would damage your profile. ",Unknown,5 - Excellent,3,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,,Very useful,Very useful,Very useful,Very useful,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content
17/06/2021 16:10:49,a4e95575-2eb6-489c-9a6b-d42f7d24c824,emerging markets,"Emerging markets,Financial markets",5 - Excellent,5 - Excellent,4,4,I haven't encountered / do not use these,4,4,,Very useful,Extremely useful,Extremely useful,Extremely useful,Very useful,Moderately useful,Slightly useful
17/06/2021 16:10:47,fef01501-47f0-416d-bb39-afde7331c730,More in depth analysis of economics and finance topics. À la Krugman.,Economy,4,3,3,3,3,3,2,,Moderately useful,Moderately useful,Very useful,Moderately useful,Moderately useful,Not very useful,Moderately useful
17/06/2021 16:10:30,2c116632-2ff0-447e-81f2-8de5a533f5ed,,,4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,I'm not interested in this content,Moderately useful,Slightly useful,Very useful,Very useful,I'm not interested in this content,I'm not interested in this content
17/06/2021 16:07:20,ab59fe67-8371-4e64-a472-a9bd79ae95df,,,4,4,4,4,4,4,4,,Moderately useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful
17/06/2021 16:06:25,426e963a-407b-4fb1-9888-210ccaf9e45b,,,5 - Excellent,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,4,5 - Excellent,,Very useful,Very useful,Very useful,Very useful,Extremely useful,Very useful,Very useful
17/06/2021 16:03:40,416fdf31-1970-4983-8b0e-50bede35ecd9,"Technology has come a long way, but it's still a little reactive or behind the curve. You need a technology business staff based in the US/China with more insight. 

","Asia,Technology,US & Canada",4,4,4,3,4,I haven't encountered / do not use these,5 - Excellent,,Slightly useful,Slightly useful,Slightly useful,Moderately useful,Very useful,Slightly useful,Slightly useful
17/06/2021 16:01:49,fd4786f8-028c-46c0-b3b4-6dde0d435840,,,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,Moderately useful,Moderately useful,Moderately useful,Very useful,Very useful,Moderately useful,Moderately useful
17/06/2021 16:01:31,4998b60e-1b55-4f6a-8869-5cb47a69ccb8,"Exploration of potential impacts on society of crypto currencies  (liberalising business, fraud, blockchain energy consumption - green or fossil etc.","Energy sector,Climate / Environment,Society,Financial fraud,Currencies,Cryptocurrency",5 - Excellent,5 - Excellent,5 - Excellent,4,4,4,5 - Excellent,,Moderately useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Very useful,Not very useful
